,Country,Year,Energy Source,Renewable,Generation_TWh,Emissions_Mt,gCO2_per_kWh
20837,Poland,2010,Gas,False,4.8,1.96,408.3
20838,Poland,2010,Coal,False,136.51,133.59,978.6
20839,Poland,2010,Solar,True,0.0,0.0,
20840,Portugal,2010,Gas,False,14.9,7.0,469.8
20841,Portugal,2010,Coal,False,7.1,6.83,962.0
20842,Portugal,2010,Bioenergy,True,2.61,0.56,214.6
20843,Portugal,2010,Wind,True,9.18,0.11,12.0
20844,Portugal,2010,Solar,True,0.21,0.01,47.6
20845,Portugal,2010,Other renewables excluding bioenergy,True,0.2,0.01,50.0
20846,Portugal,2010,Nuclear,False,0.0,0.0,
20847,Portugal,2010,Oil,False,3.13,2.06,658.1
20848,Portugal,2010,Hydro,True,16.15,0.38,23.5
20849,Puerto Rico,2010,Oil,False,16.29,10.72,658.1
20850,Puerto Rico,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20851,Puerto Rico,2010,Solar,True,0.0,0.0,
20852,Puerto Rico,2010,Wind,True,0.0,0.0,
20853,Puerto Rico,2010,Bioenergy,True,0.0,0.0,
20854,Puerto Rico,2010,Coal,False,3.19,2.93,918.5
20855,Puerto Rico,2010,Gas,False,3.61,2.31,639.9
20856,Puerto Rico,2010,Hydro,True,0.16,0.0,0.0
20857,Puerto Rico,2010,Nuclear,False,0.0,0.0,
20858,Qatar,2010,Oil,False,0.0,0.0,
20859,Qatar,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20860,Qatar,2010,Solar,True,0.0,0.0,
20861,Qatar,2010,Wind,True,0.0,0.0,
20862,Qatar,2010,Bioenergy,True,0.0,0.0,
20863,Qatar,2010,Coal,False,0.0,0.0,
20864,Qatar,2010,Gas,False,28.14,16.99,603.8
20865,Qatar,2010,Hydro,True,0.0,0.0,
20866,Qatar,2010,Nuclear,False,0.0,0.0,
20867,Romania,2010,Hydro,True,19.88,0.47,23.6
20868,Romania,2010,Solar,True,0.0,0.0,
20869,Romania,2010,Wind,True,0.31,0.0,0.0
20870,Romania,2010,Gas,False,7.26,3.77,519.3
20871,Romania,2010,Coal,False,20.68,20.96,1013.5
20872,Romania,2010,Bioenergy,True,0.11,0.02,181.8
20873,Romania,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20874,Romania,2010,Oil,False,0.56,0.37,660.7
20875,Romania,2010,Nuclear,False,11.62,0.06,5.2
20876,Rwanda,2010,Nuclear,False,0.0,0.0,
20877,Rwanda,2010,Bioenergy,True,0.0,0.0,
20878,Rwanda,2010,Coal,False,0.0,0.0,
20879,Rwanda,2010,Gas,False,0.01,0.01,1000.0
20880,Rwanda,2010,Hydro,True,0.11,0.0,0.0
20881,Rwanda,2010,Oil,False,0.16,0.11,687.5
20882,Rwanda,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20883,Rwanda,2010,Solar,True,0.0,0.0,
20884,Rwanda,2010,Wind,True,0.0,0.0,
20885,Samoa,2010,Oil,False,0.07,0.05,714.3
20886,Samoa,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20887,Samoa,2010,Bioenergy,True,0.0,0.0,
20888,Samoa,2010,Solar,True,0.0,0.0,
20889,Samoa,2010,Gas,False,0.0,0.0,
20890,Samoa,2010,Hydro,True,0.05,0.0,0.0
20891,Samoa,2010,Wind,True,0.0,0.0,
20892,Samoa,2010,Nuclear,False,0.0,0.0,
20893,Samoa,2010,Coal,False,0.0,0.0,
20894,Saudi Arabia,2010,Solar,True,0.0,0.0,
20895,Saudi Arabia,2010,Oil,False,137.39,90.4,658.0
20896,Saudi Arabia,2010,Gas,False,111.38,81.6,732.6
20897,Saudi Arabia,2010,Bioenergy,True,0.0,0.0,
20898,Saudi Arabia,2010,Coal,False,0.0,0.0,
20899,Saudi Arabia,2010,Wind,True,0.0,0.0,
20900,Senegal,2010,Oil,False,2.83,1.86,657.2
20901,Senegal,2010,Wind,True,0.0,0.0,
20902,Senegal,2010,Bioenergy,True,0.07,0.02,285.7
20903,Senegal,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20904,Senegal,2010,Solar,True,0.0,0.0,
20905,Senegal,2010,Coal,False,0.0,0.0,
20906,Senegal,2010,Gas,False,0.08,0.08,1000.0
20907,Senegal,2010,Hydro,True,0.25,0.01,40.0
20908,Senegal,2010,Nuclear,False,0.0,0.0,
20909,Serbia,2010,Nuclear,False,0.0,0.0,
20910,Serbia,2010,Solar,True,0.0,0.0,
20911,Serbia,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20912,Serbia,2010,Oil,False,0.18,0.12,666.7
20913,Serbia,2010,Bioenergy,True,0.0,0.0,
20914,Serbia,2010,Coal,False,25.02,25.41,1015.6
20915,Serbia,2010,Gas,False,0.33,0.14,424.2
20916,Serbia,2010,Hydro,True,11.89,0.28,23.5
20917,Seychelles,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20918,Seychelles,2010,Oil,False,0.38,0.25,657.9
20919,Seychelles,2010,Hydro,True,0.0,0.0,
20920,Seychelles,2010,Nuclear,False,0.0,0.0,
20921,Seychelles,2010,Solar,True,0.0,0.0,
20922,Seychelles,2010,Wind,True,0.0,0.0,
20923,Seychelles,2010,Gas,False,0.0,0.0,
20924,Seychelles,2010,Bioenergy,True,0.0,0.0,
20925,Seychelles,2010,Coal,False,0.0,0.0,
20926,Sierra Leone,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20927,Sierra Leone,2010,Bioenergy,True,0.0,0.0,
20928,Sierra Leone,2010,Oil,False,0.02,0.01,500.0
20929,Sierra Leone,2010,Nuclear,False,0.0,0.0,
20930,Sierra Leone,2010,Hydro,True,0.12,0.0,0.0
20931,Sierra Leone,2010,Gas,False,0.0,0.0,
20932,Sierra Leone,2010,Coal,False,0.0,0.0,
20933,Sierra Leone,2010,Wind,True,0.0,0.0,
20934,Sierra Leone,2010,Solar,True,0.0,0.0,
20935,Singapore,2010,Coal,False,0.0,0.0,
20936,Singapore,2010,Gas,False,35.02,17.8,508.3
20937,Singapore,2010,Bioenergy,True,1.18,0.27,228.8
20938,Singapore,2010,Solar,True,0.0,0.0,
20939,Singapore,2010,Oil,False,9.16,6.41,699.8
20940,Slovenia,2010,Bioenergy,True,0.22,0.05,227.3
20941,Slovenia,2010,Nuclear,False,5.66,0.03,5.3
20942,Slovenia,2010,Gas,False,0.55,0.2,363.6
20943,Slovenia,2010,Coal,False,5.29,5.35,1011.3
20944,Slovenia,2010,Solar,True,0.01,0.0,0.0
20945,Slovenia,2010,Oil,False,0.01,0.01,1000.0
20946,Slovenia,2010,Hydro,True,4.52,0.11,24.3
20947,Slovenia,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20948,Solomon Islands,2010,Bioenergy,True,0.0,0.0,
20949,Solomon Islands,2010,Gas,False,0.0,0.0,
20950,Solomon Islands,2010,Hydro,True,0.0,0.0,
20951,Solomon Islands,2010,Nuclear,False,0.0,0.0,
20952,Solomon Islands,2010,Oil,False,0.08,0.05,625.0
20953,Solomon Islands,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20954,Solomon Islands,2010,Solar,True,0.0,0.0,
20955,Solomon Islands,2010,Wind,True,0.0,0.0,
20956,Solomon Islands,2010,Coal,False,0.0,0.0,
20957,Somalia,2010,Wind,True,0.0,0.0,
20958,Somalia,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20959,Somalia,2010,Oil,False,0.33,0.22,666.7
20960,Somalia,2010,Nuclear,False,0.0,0.0,
20961,Somalia,2010,Hydro,True,0.0,0.0,
20962,Somalia,2010,Gas,False,0.0,0.0,
20963,Somalia,2010,Coal,False,0.0,0.0,
20964,Somalia,2010,Bioenergy,True,0.0,0.0,
20965,Somalia,2010,Solar,True,0.0,0.0,
20966,South Africa,2010,Bioenergy,True,0.4,0.09,225.0
20967,South Africa,2010,Coal,False,243.45,208.85,857.9
20968,South Africa,2010,Solar,True,0.03,0.0,0.0
20969,South Africa,2010,Hydro,True,1.14,0.03,26.3
20970,South Africa,2010,Gas,False,0.82,0.48,585.4
20971,South Africa,2010,Nuclear,False,13.53,0.07,5.2
20972,South Africa,2010,Oil,False,0.2,0.13,650.0
20973,South Africa,2010,Wind,True,0.03,0.0,0.0
20974,Spain,2010,Oil,False,17.86,11.75,657.9
20975,Spain,2010,Wind,True,44.27,0.54,12.2
20976,Spain,2010,Solar,True,7.19,0.34,47.3
20977,Spain,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20978,Spain,2010,Nuclear,False,61.99,0.3,4.8
20979,Spain,2010,Hydro,True,42.3,1.01,23.9
20980,Spain,2010,Gas,False,94.85,46.76,493.0
20981,Spain,2010,Coal,False,25.33,24.27,958.2
20982,Spain,2010,Bioenergy,True,4.01,0.87,217.0
20983,Sri Lanka,2010,Oil,False,4.99,3.28,657.3
20984,Sri Lanka,2010,Hydro,True,5.64,0.13,23.0
20985,Sri Lanka,2010,Bioenergy,True,0.03,0.01,333.3
20986,Sri Lanka,2010,Wind,True,0.05,0.0,0.0
20987,Suriname,2010,Wind,True,0.0,0.0,
20988,Suriname,2010,Gas,False,0.02,0.01,500.0
20989,Suriname,2010,Hydro,True,1.2,0.03,25.0
20990,Suriname,2010,Bioenergy,True,0.0,0.0,
20991,Suriname,2010,Nuclear,False,0.0,0.0,
20992,Suriname,2010,Coal,False,0.0,0.0,
20993,Suriname,2010,Oil,False,0.74,0.49,662.2
20994,Suriname,2010,Other renewables excluding bioenergy,True,0.0,0.0,
20995,Suriname,2010,Solar,True,0.0,0.0,
20996,Sweden,2010,Gas,False,2.91,0.91,312.7
20997,Sweden,2010,Hydro,True,66.4,1.58,23.8
20998,Sweden,2010,Nuclear,False,57.83,0.28,4.8
20999,Sweden,2010,Oil,False,4.6,3.03,658.7
21000,Sweden,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21001,Sweden,2010,Solar,True,0.01,0.0,0.0
21002,Sweden,2010,Wind,True,3.49,0.04,11.5
21003,Sweden,2010,Bioenergy,True,12.19,2.64,216.6
21004,Sweden,2010,Coal,False,1.02,0.98,960.8
21005,Switzerland,2010,Hydro,True,36.06,0.87,24.1
21006,Switzerland,2010,Gas,False,1.03,0.41,398.1
21007,Switzerland,2010,Bioenergy,True,0.36,0.08,222.2
21008,Switzerland,2010,Oil,False,1.21,0.85,702.5
21009,Switzerland,2010,Other renewables excluding bioenergy,True,0.92,0.03,32.6
21010,Switzerland,2010,Solar,True,0.09,0.0,0.0
21011,Switzerland,2010,Wind,True,0.04,0.0,0.0
21012,Switzerland,2010,Nuclear,False,26.34,0.13,4.9
21013,Tajikistan,2010,Hydro,True,16.4,0.39,23.8
21014,Tajikistan,2010,Nuclear,False,0.0,0.0,
21015,Tajikistan,2010,Gas,False,0.04,0.02,500.0
21016,Tajikistan,2010,Coal,False,0.0,0.0,
21017,Tajikistan,2010,Bioenergy,True,0.0,0.0,
21018,Tajikistan,2010,Wind,True,0.0,0.0,
21019,Tajikistan,2010,Solar,True,0.0,0.0,
21020,Tajikistan,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21021,Tajikistan,2010,Oil,False,0.0,0.0,
21022,Thailand,2010,Gas,False,118.44,67.75,572.0
21023,Thailand,2010,Bioenergy,True,3.36,0.73,217.3
21024,Thailand,2010,Oil,False,0.6,0.39,650.0
21025,Thailand,2010,Hydro,True,5.35,0.13,24.3
21026,Thailand,2010,Solar,True,0.06,0.0,0.0
21027,Thailand,2010,Wind,True,0.0,0.0,
21028,Thailand,2010,Coal,False,29.76,26.54,891.8
21029,Timor-Leste,2010,Wind,True,0.0,0.0,
21030,Timor-Leste,2010,Hydro,True,0.0,0.0,
21031,Timor-Leste,2010,Bioenergy,True,0.0,0.0,
21032,Timor-Leste,2010,Solar,True,0.0,0.0,
21033,Timor-Leste,2010,Nuclear,False,0.0,0.0,
21034,Timor-Leste,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21035,Timor-Leste,2010,Oil,False,0.14,0.09,642.9
21036,Timor-Leste,2010,Coal,False,0.0,0.0,
21037,Timor-Leste,2010,Gas,False,0.0,0.0,
21038,Togo,2010,Nuclear,False,0.0,0.0,
21039,Togo,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21040,Togo,2010,Coal,False,0.0,0.0,
21041,Togo,2010,Bioenergy,True,0.0,0.0,
21042,Togo,2010,Oil,False,0.13,0.09,692.3
21043,Togo,2010,Hydro,True,0.09,0.0,0.0
21044,Togo,2010,Gas,False,0.0,0.0,
21045,Togo,2010,Wind,True,0.0,0.0,
21046,Togo,2010,Solar,True,0.0,0.0,
21047,Tonga,2010,Hydro,True,0.0,0.0,
21048,Tonga,2010,Nuclear,False,0.0,0.0,
21049,Tonga,2010,Oil,False,0.05,0.03,600.0
21050,Tonga,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21051,Tonga,2010,Solar,True,0.0,0.0,
21052,Tonga,2010,Gas,False,0.0,0.0,
21053,Tonga,2010,Wind,True,0.0,0.0,
21054,Tonga,2010,Coal,False,0.0,0.0,
21055,Tonga,2010,Bioenergy,True,0.0,0.0,
21056,Trinidad and Tobago,2010,Hydro,True,0.0,0.0,
21057,Trinidad and Tobago,2010,Bioenergy,True,0.0,0.0,
21058,Trinidad and Tobago,2010,Coal,False,0.0,0.0,
21059,Trinidad and Tobago,2010,Gas,False,8.46,5.77,682.0
21060,Trinidad and Tobago,2010,Nuclear,False,0.0,0.0,
21061,Trinidad and Tobago,2010,Oil,False,0.02,0.01,500.0
21062,Trinidad and Tobago,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21063,Trinidad and Tobago,2010,Solar,True,0.0,0.0,
21064,Trinidad and Tobago,2010,Wind,True,0.0,0.0,
21065,Tunisia,2010,Coal,False,0.0,0.0,
21066,Tunisia,2010,Wind,True,0.14,0.0,0.0
21067,Tunisia,2010,Solar,True,0.0,0.0,
21068,Tunisia,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21069,Tunisia,2010,Oil,False,0.0,0.0,
21070,Tunisia,2010,Nuclear,False,0.0,0.0,
21071,Tunisia,2010,Hydro,True,0.05,0.0,0.0
21072,Tunisia,2010,Gas,False,15.7,9.13,581.5
21073,Tunisia,2010,Bioenergy,True,0.0,0.0,
21074,Turkmenistan,2010,Oil,False,0.0,0.0,
21075,Turkmenistan,2010,Hydro,True,0.0,0.0,
21076,Turkmenistan,2010,Solar,True,0.0,0.0,
21077,Turkmenistan,2010,Wind,True,0.0,0.0,
21078,Turkmenistan,2010,Gas,False,16.66,21.77,1306.7
21079,Turkmenistan,2010,Coal,False,0.0,0.0,
21080,Turkmenistan,2010,Bioenergy,True,0.0,0.0,
21081,Turkmenistan,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21082,Turkmenistan,2010,Nuclear,False,0.0,0.0,
21083,Uganda,2010,Bioenergy,True,0.12,0.03,250.0
21084,Uganda,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21085,Uganda,2010,Coal,False,0.0,0.0,
21086,Uganda,2010,Oil,False,1.11,0.73,657.7
21087,Uganda,2010,Nuclear,False,0.0,0.0,
21088,Uganda,2010,Hydro,True,1.49,0.04,26.8
21089,Uganda,2010,Gas,False,0.0,0.0,
21090,Uganda,2010,Wind,True,0.0,0.0,
21091,Uganda,2010,Solar,True,0.02,0.0,0.0
21092,Ukraine,2010,Coal,False,69.76,66.55,954.0
21093,Ukraine,2010,Nuclear,False,89.15,0.49,5.5
21094,Ukraine,2010,Oil,False,0.82,0.54,658.5
21095,Ukraine,2010,Hydro,True,13.15,0.31,23.6
21096,Ukraine,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21097,Ukraine,2010,Solar,True,0.0,0.0,
21098,Ukraine,2010,Wind,True,0.05,0.0,0.0
21099,Ukraine,2010,Bioenergy,True,0.19,0.04,210.5
21100,Ukraine,2010,Gas,False,15.7,9.45,601.9
21101,United Arab Emirates,2010,Gas,False,93.93,63.57,676.8
21102,United Arab Emirates,2010,Wind,True,0.0,0.0,
21103,United Arab Emirates,2010,Solar,True,0.02,0.0,0.0
21104,United Arab Emirates,2010,Oil,False,0.0,0.0,
21105,United Arab Emirates,2010,Coal,False,0.0,0.0,
21106,United Arab Emirates,2010,Bioenergy,True,0.0,0.0,
21107,United Kingdom,2010,Coal,False,107.59,103.29,960.0
21108,United Kingdom,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21109,United Kingdom,2010,Solar,True,0.04,0.0,0.0
21110,United Kingdom,2010,Wind,True,10.29,0.13,12.6
21111,United Kingdom,2010,Gas,False,175.65,84.23,479.5
21112,United Kingdom,2010,Hydro,True,3.59,0.09,25.1
21113,United Kingdom,2010,Nuclear,False,62.14,0.3,4.8
21114,United Kingdom,2010,Oil,False,10.5,6.91,658.1
21115,United Kingdom,2010,Bioenergy,True,12.26,2.65,216.2
21116,Uruguay,2010,Wind,True,0.07,0.0,0.0
21117,Uruguay,2010,Hydro,True,8.41,0.2,23.8
21118,Uruguay,2010,Nuclear,False,0.0,0.0,
21119,Uruguay,2010,Bioenergy,True,1.1,0.24,218.2
21120,Uruguay,2010,Coal,False,0.0,0.0,
21121,Uruguay,2010,Solar,True,0.0,0.0,
21122,Uruguay,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21123,Uruguay,2010,Gas,False,0.08,0.05,625.0
21124,Uruguay,2010,Oil,False,1.08,0.71,657.4
21125,Uzbekistan,2010,Nuclear,False,0.0,0.0,
21126,Uzbekistan,2010,Oil,False,0.76,0.5,657.9
21127,Uzbekistan,2010,Wind,True,0.0,0.0,
21128,Uzbekistan,2010,Solar,True,0.0,0.0,
21129,Uzbekistan,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21130,Uzbekistan,2010,Bioenergy,True,0.0,0.0,
21131,Uzbekistan,2010,Coal,False,2.12,2.03,957.5
21132,Uzbekistan,2010,Gas,False,40.9,52.04,1272.4
21133,Uzbekistan,2010,Hydro,True,8.19,0.19,23.2
21134,Vanuatu,2010,Bioenergy,True,0.0,0.0,
21135,Vanuatu,2010,Coal,False,0.0,0.0,
21136,Vanuatu,2010,Gas,False,0.0,0.0,
21137,Vanuatu,2010,Hydro,True,0.0,0.0,
21138,Vanuatu,2010,Nuclear,False,0.0,0.0,
21139,Vanuatu,2010,Oil,False,0.06,0.04,666.7
21140,Vanuatu,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21141,Vanuatu,2010,Solar,True,0.0,0.0,
21142,Vanuatu,2010,Wind,True,0.0,0.0,
21143,Viet Nam,2010,Oil,False,2.53,1.66,656.1
21144,Viet Nam,2010,Solar,True,0.01,0.0,0.0
21145,Viet Nam,2010,Wind,True,0.04,0.0,0.0
21146,Viet Nam,2010,Bioenergy,True,0.05,0.01,200.0
21147,Viet Nam,2010,Gas,False,44.69,24.88,556.7
21148,Viet Nam,2010,Hydro,True,28.52,0.68,23.8
21149,Viet Nam,2010,Coal,False,15.88,14.11,888.5
21150,Viet Nam,2010,Nuclear,False,0.0,0.0,
21151,Virgin Islands (U.S.),2010,Bioenergy,True,0.0,0.0,
21152,Virgin Islands (U.S.),2010,Coal,False,0.0,0.0,
21153,Virgin Islands (U.S.),2010,Gas,False,0.0,0.0,
21154,Virgin Islands (U.S.),2010,Hydro,True,0.0,0.0,
21155,Virgin Islands (U.S.),2010,Oil,False,0.96,0.63,656.3
21156,Virgin Islands (U.S.),2010,Nuclear,False,0.0,0.0,
21157,Virgin Islands (U.S.),2010,Wind,True,0.0,0.0,
21158,Virgin Islands (U.S.),2010,Solar,True,0.0,0.0,
21159,Virgin Islands (U.S.),2010,Other renewables excluding bioenergy,True,0.0,0.0,
21160,World,2010,Solar,True,32.21,1.53,47.5
21161,World,2010,Wind,True,345.93,3.9,11.3
21162,World,2010,Other renewables excluding bioenergy,True,59.71,2.25,37.7
21163,World,2010,Oil,False,1077.88,712.13,660.7
21164,World,2010,Nuclear,False,2725.91,14.09,5.2
21165,World,2010,Hydro,True,3428.15,81.54,23.8
21166,World,2010,Gas,False,4807.53,2787.79,579.9
21167,World,2010,Coal,False,8459.14,7889.52,932.7
21168,World,2010,Bioenergy,True,328.22,71.79,218.7
21169,Zambia,2010,Coal,False,0.0,0.0,
21170,Zambia,2010,Wind,True,0.0,0.0,
21171,Zambia,2010,Gas,False,0.0,0.0,
21172,Zambia,2010,Hydro,True,10.44,0.25,23.9
21173,Zambia,2010,Nuclear,False,0.0,0.0,
21174,Zambia,2010,Oil,False,0.01,0.01,1000.0
21175,Zambia,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21176,Zambia,2010,Solar,True,0.0,0.0,
21177,Zambia,2010,Bioenergy,True,0.0,0.0,
21178,Zimbabwe,2010,Coal,False,2.75,2.36,858.2
21179,Zimbabwe,2010,Oil,False,0.02,0.01,500.0
21180,Zimbabwe,2010,Bioenergy,True,0.07,0.02,285.7
21181,Zimbabwe,2010,Hydro,True,5.8,0.14,24.1
21182,Zimbabwe,2010,Nuclear,False,0.0,0.0,
21183,Zimbabwe,2010,Other renewables excluding bioenergy,True,0.0,0.0,
21184,Zimbabwe,2010,Solar,True,0.0,0.0,
21185,Zimbabwe,2010,Wind,True,0.0,0.0,
21186,Zimbabwe,2010,Gas,False,0.0,0.0,
21187,Afghanistan,2009,Nuclear,False,0.0,0.0,
21188,Afghanistan,2009,Bioenergy,True,0.0,0.0,
21189,Afghanistan,2009,Coal,False,0.06,0.06,1000.0
21190,Afghanistan,2009,Gas,False,0.0,0.0,
21191,Afghanistan,2009,Hydro,True,0.78,0.02,25.6
21192,Afghanistan,2009,Oil,False,0.05,0.03,600.0
21193,Afghanistan,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21194,Afghanistan,2009,Solar,True,0.0,0.0,
21195,Afghanistan,2009,Wind,True,0.0,0.0,
21196,Albania,2009,Oil,False,0.0,0.0,
21197,Albania,2009,Nuclear,False,0.0,0.0,
21198,Albania,2009,Hydro,True,5.2,0.12,23.1
21199,Albania,2009,Gas,False,0.0,0.0,
21200,Albania,2009,Coal,False,0.0,0.0,
21201,Albania,2009,Bioenergy,True,0.0,0.0,
21202,Albania,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21203,Albania,2009,Wind,True,0.0,0.0,
21204,Albania,2009,Solar,True,0.0,0.0,
21205,Algeria,2009,Gas,False,37.59,24.02,639.0
21206,Algeria,2009,Coal,False,0.0,0.0,
21207,Algeria,2009,Oil,False,0.61,0.4,655.7
21208,Algeria,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21209,Algeria,2009,Solar,True,0.0,0.0,
21210,Algeria,2009,Wind,True,0.0,0.0,
21211,Algeria,2009,Bioenergy,True,0.0,0.0,
21212,Algeria,2009,Nuclear,False,0.0,0.0,
21213,Algeria,2009,Hydro,True,0.3,0.01,33.3
21214,American Samoa,2009,Bioenergy,True,0.0,0.0,
21215,American Samoa,2009,Gas,False,0.0,0.0,
21216,American Samoa,2009,Wind,True,0.0,0.0,
21217,American Samoa,2009,Solar,True,0.0,0.0,
21218,American Samoa,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21219,American Samoa,2009,Oil,False,0.18,0.12,666.7
21220,American Samoa,2009,Nuclear,False,0.0,0.0,
21221,American Samoa,2009,Hydro,True,0.0,0.0,
21222,American Samoa,2009,Coal,False,0.0,0.0,
21223,Angola,2009,Hydro,True,3.27,0.08,24.5
21224,Angola,2009,Oil,False,1.64,1.08,658.5
21225,Angola,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21226,Angola,2009,Solar,True,0.0,0.0,
21227,Angola,2009,Wind,True,0.0,0.0,
21228,Angola,2009,Bioenergy,True,0.0,0.0,
21229,Angola,2009,Coal,False,0.0,0.0,
21230,Angola,2009,Gas,False,0.0,0.0,
21231,Angola,2009,Nuclear,False,0.0,0.0,
21232,Antigua and Barbuda,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21233,Antigua and Barbuda,2009,Solar,True,0.0,0.0,
21234,Antigua and Barbuda,2009,Gas,False,0.0,0.0,
21235,Antigua and Barbuda,2009,Coal,False,0.0,0.0,
21236,Antigua and Barbuda,2009,Oil,False,0.33,0.22,666.7
21237,Antigua and Barbuda,2009,Wind,True,0.0,0.0,
21238,Antigua and Barbuda,2009,Nuclear,False,0.0,0.0,
21239,Antigua and Barbuda,2009,Bioenergy,True,0.0,0.0,
21240,Antigua and Barbuda,2009,Hydro,True,0.0,0.0,
21241,Argentina,2009,Oil,False,14.84,9.76,657.7
21242,Argentina,2009,Coal,False,1.75,1.53,874.3
21243,Argentina,2009,Wind,True,0.04,0.0,0.0
21244,Argentina,2009,Solar,True,0.0,0.0,
21245,Argentina,2009,Gas,False,61.7,34.36,556.9
21246,Argentina,2009,Bioenergy,True,1.19,0.26,218.5
21247,Argentina,2009,Hydro,True,34.62,0.82,23.7
21248,Argentina,2009,Nuclear,False,8.18,0.04,4.9
21249,Armenia,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21250,Armenia,2009,Bioenergy,True,0.0,0.0,
21251,Armenia,2009,Coal,False,0.0,0.0,
21252,Armenia,2009,Gas,False,1.15,0.67,582.6
21253,Armenia,2009,Hydro,True,2.0,0.05,25.0
21254,Armenia,2009,Nuclear,False,2.29,0.01,4.4
21255,Armenia,2009,Oil,False,0.0,0.0,
21256,Armenia,2009,Wind,True,0.0,0.0,
21257,Armenia,2009,Solar,True,0.0,0.0,
21258,Aruba,2009,Coal,False,0.0,0.0,
21259,Aruba,2009,Bioenergy,True,0.0,0.0,
21260,Aruba,2009,Gas,False,0.0,0.0,
21261,Aruba,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21262,Aruba,2009,Wind,True,0.03,0.0,0.0
21263,Aruba,2009,Oil,False,0.92,0.61,663.0
21264,Aruba,2009,Nuclear,False,0.0,0.0,
21265,Aruba,2009,Solar,True,0.0,0.0,
21266,Aruba,2009,Hydro,True,0.0,0.0,
21267,Australia,2009,Wind,True,4.44,0.04,9.0
21268,Australia,2009,Bioenergy,True,2.79,0.6,215.1
21269,Australia,2009,Coal,False,182.02,160.77,883.3
21270,Australia,2009,Oil,False,6.6,4.34,657.6
21271,Australia,2009,Hydro,True,12.64,0.3,23.7
21272,Australia,2009,Gas,False,41.12,30.14,733.0
21273,Australia,2009,Solar,True,0.29,0.01,34.5
21274,Austria,2009,Solar,True,0.05,0.0,0.0
21275,Austria,2009,Bioenergy,True,4.28,0.93,217.3
21276,Austria,2009,Coal,False,3.76,3.6,957.4
21277,Austria,2009,Gas,False,12.34,5.52,447.3
21278,Austria,2009,Hydro,True,40.9,0.97,23.7
21279,Austria,2009,Nuclear,False,0.0,0.0,
21280,Austria,2009,Oil,False,2.93,1.93,658.7
21281,Austria,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21282,Austria,2009,Wind,True,1.95,0.02,10.3
21283,Azerbaijan,2009,Gas,False,16.06,11.48,714.8
21284,Azerbaijan,2009,Coal,False,0.0,0.0,
21285,Azerbaijan,2009,Bioenergy,True,0.0,0.0,
21286,Azerbaijan,2009,Solar,True,0.0,0.0,
21287,Azerbaijan,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21288,Azerbaijan,2009,Wind,True,0.0,0.0,
21289,Azerbaijan,2009,Oil,False,0.5,0.33,660.0
21290,Azerbaijan,2009,Nuclear,False,0.0,0.0,
21291,Azerbaijan,2009,Hydro,True,2.29,0.05,21.8
21292,Bahrain,2009,Oil,False,0.0,0.0,
21293,Bahrain,2009,Other renewables excluding bioenergy,True,0.0,0.0,
21294,Bahrain,2009,Bioenergy,True,0.0,0.0,
21295,Bahrain,2009,Wind,True,0.0,0.0,
21296,Bahrain,2009,Solar,True,0.0,0.0,
21297,Bahrain,2009,Coal,False,0.0,0.0,
21298,Bahrain,2009,Gas,False,22.56,20.41,904.7
