,Country,Year,Energy Source,Renewable,Generation_TWh,Emissions_Mt,gCO2_per_kWh
7248,Madagascar,2019,Coal,False,0.48,0.41,854.2
7249,Madagascar,2019,Bioenergy,True,0.02,0.0,0.0
7250,Madagascar,2019,Wind,True,0.0,0.0,
7251,Madagascar,2019,Solar,True,0.04,0.0,0.0
7252,Madagascar,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7253,Madagascar,2019,Oil,False,1.04,0.68,653.8
7254,Madagascar,2019,Nuclear,False,0.0,0.0,
7255,Madagascar,2019,Gas,False,0.0,0.0,
7256,Malawi,2019,Coal,False,0.0,0.0,
7257,Malawi,2019,Bioenergy,True,0.05,0.01,200.0
7258,Malawi,2019,Wind,True,0.0,0.0,
7259,Malawi,2019,Gas,False,0.0,0.0,
7260,Malawi,2019,Oil,False,0.07,0.05,714.3
7261,Malawi,2019,Nuclear,False,0.0,0.0,
7262,Malawi,2019,Hydro,True,1.67,0.04,24.0
7263,Malawi,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7264,Malawi,2019,Solar,True,0.01,0.0,0.0
7265,Malaysia,2019,Hydro,True,26.2,0.62,23.7
7266,Malaysia,2019,Gas,False,72.28,45.67,631.8
7267,Malaysia,2019,Coal,False,76.41,64.48,843.9
7268,Malaysia,2019,Bioenergy,True,1.14,0.25,219.3
7269,Malaysia,2019,Wind,True,0.0,0.0,
7270,Malaysia,2019,Solar,True,1.46,0.07,47.9
7271,Malaysia,2019,Oil,False,1.01,0.66,653.5
7272,Maldives,2019,Nuclear,False,0.0,0.0,
7273,Maldives,2019,Bioenergy,True,0.0,0.0,
7274,Maldives,2019,Coal,False,0.0,0.0,
7275,Maldives,2019,Oil,False,0.78,0.51,653.8
7276,Maldives,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7277,Maldives,2019,Solar,True,0.03,0.0,0.0
7278,Maldives,2019,Wind,True,0.0,0.0,
7279,Maldives,2019,Hydro,True,0.0,0.0,
7280,Maldives,2019,Gas,False,0.0,0.0,
7281,Mali,2019,Nuclear,False,0.0,0.0,
7282,Mali,2019,Coal,False,0.0,0.0,
7283,Mali,2019,Oil,False,2.35,1.55,659.6
7284,Mali,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7285,Mali,2019,Solar,True,0.03,0.0,0.0
7286,Mali,2019,Gas,False,0.0,0.0,
7287,Mali,2019,Wind,True,0.0,0.0,
7288,Mali,2019,Bioenergy,True,0.06,0.01,166.7
7289,Mali,2019,Hydro,True,1.37,0.03,21.9
7290,Malta,2019,Oil,False,0.03,0.02,666.7
7291,Malta,2019,Bioenergy,True,0.01,0.0,0.0
7292,Malta,2019,Solar,True,0.2,0.01,50.0
7293,Malta,2019,Wind,True,0.0,0.0,
7294,Malta,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7295,Malta,2019,Gas,False,1.83,1.04,568.3
7296,Malta,2019,Hydro,True,0.0,0.0,
7297,Malta,2019,Nuclear,False,0.0,0.0,
7298,Malta,2019,Coal,False,0.0,0.0,
7299,Mauritania,2019,Nuclear,False,0.0,0.0,
7300,Mauritania,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7301,Mauritania,2019,Solar,True,0.15,0.01,66.7
7302,Mauritania,2019,Wind,True,0.12,0.0,0.0
7303,Mauritania,2019,Bioenergy,True,0.0,0.0,
7304,Mauritania,2019,Coal,False,0.0,0.0,
7305,Mauritania,2019,Gas,False,0.0,0.0,
7306,Mauritania,2019,Hydro,True,0.2,0.0,0.0
7307,Mauritania,2019,Oil,False,1.1,0.72,654.5
7308,Mauritius,2019,Wind,True,0.01,0.0,0.0
7309,Mauritius,2019,Bioenergy,True,0.46,0.1,217.4
7310,Mauritius,2019,Coal,False,1.17,1.0,854.7
7311,Mauritius,2019,Gas,False,0.0,0.0,
7312,Mauritius,2019,Hydro,True,0.1,0.0,0.0
7313,Mauritius,2019,Nuclear,False,0.0,0.0,
7314,Mauritius,2019,Oil,False,1.36,0.89,654.4
7315,Mauritius,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7316,Mauritius,2019,Solar,True,0.13,0.01,76.9
7317,Mexico,2019,Hydro,True,23.6,0.56,23.7
7318,Mexico,2019,Gas,False,208.41,127.25,610.6
7319,Mexico,2019,Bioenergy,True,7.21,1.56,216.4
7320,Mexico,2019,Coal,False,32.68,28.24,864.1
7321,Mexico,2019,Wind,True,16.73,0.13,7.8
7322,Mexico,2019,Solar,True,9.96,0.47,47.2
7323,Mexico,2019,Oil,False,34.79,22.89,657.9
7324,Mexico,2019,Nuclear,False,11.19,0.05,4.5
7325,Moldova,2019,Solar,True,0.0,0.0,
7326,Moldova,2019,Wind,True,0.04,0.0,0.0
7327,Moldova,2019,Coal,False,0.0,0.0,
7328,Moldova,2019,Bioenergy,True,0.03,0.01,333.3
7329,Moldova,2019,Gas,False,5.32,3.79,712.4
7330,Moldova,2019,Hydro,True,0.3,0.01,33.3
7331,Moldova,2019,Nuclear,False,0.0,0.0,
7332,Moldova,2019,Oil,False,0.0,0.0,
7333,Moldova,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7334,Mongolia,2019,Solar,True,0.12,0.01,83.3
7335,Mongolia,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7336,Mongolia,2019,Nuclear,False,0.0,0.0,
7337,Mongolia,2019,Oil,False,0.37,0.24,648.6
7338,Mongolia,2019,Bioenergy,True,0.0,0.0,
7339,Mongolia,2019,Hydro,True,0.09,0.0,0.0
7340,Mongolia,2019,Gas,False,0.0,0.0,
7341,Mongolia,2019,Coal,False,5.88,5.15,875.9
7342,Mongolia,2019,Wind,True,0.48,0.01,20.8
7343,Montenegro,2019,Oil,False,0.0,0.0,
7344,Montenegro,2019,Gas,False,0.0,0.0,
7345,Montenegro,2019,Coal,False,1.5,1.52,1013.3
7346,Montenegro,2019,Nuclear,False,0.0,0.0,
7347,Montenegro,2019,Bioenergy,True,0.0,0.0,
7348,Montenegro,2019,Solar,True,0.0,0.0,
7349,Montenegro,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7350,Montenegro,2019,Wind,True,0.3,0.0,0.0
7351,Montenegro,2019,Hydro,True,1.63,0.04,24.5
7352,Morocco,2019,Nuclear,False,0.0,0.0,
7353,Morocco,2019,Wind,True,4.72,0.04,8.5
7354,Morocco,2019,Solar,True,1.58,0.08,50.6
7355,Morocco,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7356,Morocco,2019,Oil,False,0.79,0.52,658.2
7357,Morocco,2019,Hydro,True,1.65,0.04,24.2
7358,Morocco,2019,Gas,False,4.7,2.39,508.5
7359,Morocco,2019,Coal,False,26.9,22.43,833.8
7360,Morocco,2019,Bioenergy,True,0.04,0.01,250.0
7361,Mozambique,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7362,Mozambique,2019,Solar,True,0.03,0.0,0.0
7363,Mozambique,2019,Wind,True,0.0,0.0,
7364,Mozambique,2019,Gas,False,3.78,2.47,653.4
7365,Mozambique,2019,Hydro,True,14.93,0.35,23.4
7366,Mozambique,2019,Nuclear,False,0.0,0.0,
7367,Mozambique,2019,Bioenergy,True,0.11,0.02,181.8
7368,Mozambique,2019,Coal,False,0.0,0.0,
7369,Mozambique,2019,Oil,False,0.14,0.09,642.9
7370,Myanmar,2019,Coal,False,2.26,1.95,862.8
7371,Myanmar,2019,Wind,True,0.0,0.0,
7372,Myanmar,2019,Solar,True,0.09,0.0,0.0
7373,Myanmar,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7374,Myanmar,2019,Oil,False,0.11,0.07,636.4
7375,Myanmar,2019,Nuclear,False,0.0,0.0,
7376,Myanmar,2019,Hydro,True,10.52,0.25,23.8
7377,Myanmar,2019,Gas,False,6.08,5.77,949.0
7378,Myanmar,2019,Bioenergy,True,0.26,0.06,230.8
7379,Namibia,2019,Solar,True,0.36,0.02,55.6
7380,Namibia,2019,Bioenergy,True,0.0,0.0,
7381,Namibia,2019,Oil,False,0.01,0.01,1000.0
7382,Namibia,2019,Nuclear,False,0.0,0.0,
7383,Namibia,2019,Hydro,True,0.95,0.02,21.1
7384,Namibia,2019,Gas,False,0.0,0.0,
7385,Namibia,2019,Coal,False,0.04,0.03,750.0
7386,Namibia,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7387,Namibia,2019,Wind,True,0.02,0.0,0.0
7388,Nauru,2019,Hydro,True,0.0,0.0,
7389,Nauru,2019,Nuclear,False,0.0,0.0,
7390,Nauru,2019,Oil,False,0.04,0.03,750.0
7391,Nauru,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7392,Nauru,2019,Wind,True,0.0,0.0,
7393,Nauru,2019,Coal,False,0.0,0.0,
7394,Nauru,2019,Solar,True,0.0,0.0,
7395,Nauru,2019,Bioenergy,True,0.0,0.0,
7396,Nauru,2019,Gas,False,0.0,0.0,
7397,Nepal,2019,Nuclear,False,0.0,0.0,
7398,Nepal,2019,Gas,False,0.0,0.0,
7399,Nepal,2019,Solar,True,0.08,0.0,0.0
7400,Nepal,2019,Bioenergy,True,0.0,0.0,
7401,Nepal,2019,Coal,False,0.0,0.0,
7402,Nepal,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7403,Nepal,2019,Wind,True,0.01,0.0,0.0
7404,Nepal,2019,Oil,False,0.0,0.0,
7405,Nepal,2019,Hydro,True,6.06,0.14,23.1
7406,Netherlands,2019,Nuclear,False,3.91,0.02,5.1
7407,Netherlands,2019,Bioenergy,True,5.82,1.26,216.5
7408,Netherlands,2019,Coal,False,17.69,15.85,896.0
7409,Netherlands,2019,Solar,True,5.4,0.26,48.1
7410,Netherlands,2019,Gas,False,70.72,28.45,402.3
7411,Netherlands,2019,Wind,True,11.51,0.14,12.2
7412,Netherlands,2019,Oil,False,4.93,3.24,657.2
7413,Netherlands,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7414,Netherlands,2019,Hydro,True,0.07,0.0,0.0
7415,New Caledonia,2019,Bioenergy,True,0.0,0.0,
7416,New Caledonia,2019,Wind,True,0.06,0.0,0.0
7417,New Caledonia,2019,Nuclear,False,0.0,0.0,
7418,New Caledonia,2019,Hydro,True,0.28,0.01,35.7
7419,New Caledonia,2019,Gas,False,0.0,0.0,
7420,New Caledonia,2019,Coal,False,1.51,1.38,913.9
7421,New Caledonia,2019,Solar,True,0.12,0.01,83.3
7422,New Caledonia,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7423,New Caledonia,2019,Oil,False,1.36,0.89,654.4
7424,New Zealand,2019,Coal,False,1.59,1.41,886.8
7425,New Zealand,2019,Gas,False,5.42,2.92,538.7
7426,New Zealand,2019,Hydro,True,25.32,0.6,23.7
7427,New Zealand,2019,Solar,True,0.13,0.01,76.9
7428,New Zealand,2019,Wind,True,2.23,0.02,9.0
7429,New Zealand,2019,Nuclear,False,0.0,0.0,
7430,New Zealand,2019,Oil,False,0.68,0.45,661.8
7431,New Zealand,2019,Bioenergy,True,0.79,0.17,215.2
7432,New Zealand,2019,Other renewables excluding bioenergy,True,7.59,0.29,38.2
7433,Nicaragua,2019,Gas,False,0.0,0.0,
7434,Nicaragua,2019,Bioenergy,True,0.84,0.18,214.3
7435,Nicaragua,2019,Coal,False,0.0,0.0,
7436,Nicaragua,2019,Hydro,True,0.23,0.01,43.5
7437,Nicaragua,2019,Nuclear,False,0.0,0.0,
7438,Nicaragua,2019,Oil,False,1.97,1.3,659.9
7439,Nicaragua,2019,Other renewables excluding bioenergy,True,0.78,0.03,38.5
7440,Nicaragua,2019,Solar,True,0.03,0.0,0.0
7441,Nicaragua,2019,Wind,True,0.73,0.01,13.7
7442,Nigeria,2019,Oil,False,0.0,0.0,
7443,Nigeria,2019,Nuclear,False,0.0,0.0,
7444,Nigeria,2019,Hydro,True,8.43,0.2,23.7
7445,Nigeria,2019,Gas,False,27.95,18.23,652.2
7446,Nigeria,2019,Coal,False,0.0,0.0,
7447,Nigeria,2019,Bioenergy,True,0.03,0.01,333.3
7448,Nigeria,2019,Wind,True,0.0,0.0,
7449,Nigeria,2019,Solar,True,0.05,0.0,0.0
7450,Nigeria,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7451,North America,2019,Coal,False,1015.1,960.54,946.3
7452,North America,2019,Gas,False,1658.75,904.71,545.4
7453,North America,2019,Hydro,True,664.79,15.86,23.9
7454,North America,2019,Nuclear,False,909.9,4.85,5.3
7455,North America,2019,Oil,False,40.94,28.51,696.4
7456,North America,2019,Bioenergy,True,67.82,15.46,228.0
7457,North America,2019,Other renewables excluding bioenergy,True,17.87,0.68,38.1
7458,North America,2019,Solar,True,110.97,5.32,47.9
7459,North America,2019,Wind,True,328.76,2.83,8.6
7460,North Macedonia,2019,Coal,False,3.51,3.56,1014.2
7461,North Macedonia,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7462,North Macedonia,2019,Bioenergy,True,0.06,0.01,166.7
7463,North Macedonia,2019,Oil,False,0.06,0.04,666.7
7464,North Macedonia,2019,Nuclear,False,0.0,0.0,
7465,North Macedonia,2019,Hydro,True,1.16,0.03,25.9
7466,North Macedonia,2019,Solar,True,0.02,0.0,0.0
7467,North Macedonia,2019,Wind,True,0.1,0.0,0.0
7468,North Macedonia,2019,Gas,False,0.96,0.47,489.6
7469,Norway,2019,Wind,True,5.52,0.05,9.1
7470,Norway,2019,Nuclear,False,0.0,0.0,
7471,Norway,2019,Hydro,True,125.29,2.98,23.8
7472,Norway,2019,Gas,False,2.06,0.93,451.5
7473,Norway,2019,Coal,False,0.04,0.04,1000.0
7474,Norway,2019,Solar,True,0.01,0.0,0.0
7475,Norway,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7476,Norway,2019,Bioenergy,True,0.25,0.05,200.0
7477,Norway,2019,Oil,False,0.66,0.43,651.5
7478,Oman,2019,Hydro,True,0.0,0.0,
7479,Oman,2019,Coal,False,0.0,0.0,
7480,Oman,2019,Bioenergy,True,0.0,0.0,
7481,Oman,2019,Nuclear,False,0.0,0.0,
7482,Oman,2019,Solar,True,0.05,0.0,0.0
7483,Oman,2019,Oil,False,1.12,0.74,660.7
7484,Oman,2019,Wind,True,0.01,0.0,0.0
7485,Oman,2019,Gas,False,37.71,21.29,564.6
7486,Oman,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7487,Pakistan,2019,Coal,False,25.86,22.19,858.1
7488,Pakistan,2019,Wind,True,2.88,0.04,13.9
7489,Pakistan,2019,Solar,True,0.93,0.04,43.0
7490,Pakistan,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7491,Pakistan,2019,Oil,False,13.24,8.71,657.9
7492,Pakistan,2019,Bioenergy,True,1.71,0.37,216.4
7493,Pakistan,2019,Gas,False,46.02,31.51,684.7
7494,Pakistan,2019,Hydro,True,33.58,0.8,23.8
7495,Pakistan,2019,Nuclear,False,9.07,0.05,5.5
7496,Panama,2019,Solar,True,0.29,0.01,34.5
7497,Panama,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7498,Panama,2019,Bioenergy,True,0.03,0.01,333.3
7499,Panama,2019,Hydro,True,5.1,0.12,23.5
7500,Panama,2019,Nuclear,False,0.0,0.0,
7501,Panama,2019,Coal,False,1.07,0.93,869.2
7502,Panama,2019,Oil,False,1.62,1.07,660.5
7503,Panama,2019,Wind,True,0.72,0.01,13.9
7504,Panama,2019,Gas,False,2.81,1.64,583.6
7505,Papua New Guinea,2019,Other renewables excluding bioenergy,True,0.1,0.0,0.0
7506,Papua New Guinea,2019,Wind,True,0.0,0.0,
7507,Papua New Guinea,2019,Oil,False,2.54,1.67,657.5
7508,Papua New Guinea,2019,Gas,False,0.61,0.43,704.9
7509,Papua New Guinea,2019,Coal,False,0.0,0.0,
7510,Papua New Guinea,2019,Nuclear,False,0.0,0.0,
7511,Papua New Guinea,2019,Bioenergy,True,0.02,0.0,0.0
7512,Papua New Guinea,2019,Solar,True,0.0,0.0,
7513,Papua New Guinea,2019,Hydro,True,1.01,0.02,19.8
7514,Paraguay,2019,Coal,False,0.0,0.0,
7515,Paraguay,2019,Wind,True,0.0,0.0,
7516,Paraguay,2019,Solar,True,0.0,0.0,
7517,Paraguay,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7518,Paraguay,2019,Oil,False,0.0,0.0,
7519,Paraguay,2019,Nuclear,False,0.0,0.0,
7520,Paraguay,2019,Hydro,True,49.45,1.17,23.7
7521,Paraguay,2019,Gas,False,0.0,0.0,
7522,Paraguay,2019,Bioenergy,True,0.14,0.03,214.3
7523,Peru,2019,Hydro,True,31.45,0.75,23.8
7524,Peru,2019,Nuclear,False,0.0,0.0,
7525,Peru,2019,Oil,False,0.55,0.36,654.5
7526,Peru,2019,Wind,True,1.65,0.01,6.1
7527,Peru,2019,Bioenergy,True,0.55,0.12,218.2
7528,Peru,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7529,Peru,2019,Solar,True,0.78,0.04,51.3
7530,Peru,2019,Coal,False,0.16,0.14,875.0
7531,Peru,2019,Gas,False,21.73,13.18,606.5
7532,Poland,2019,Gas,False,14.8,6.04,408.1
7533,Poland,2019,Oil,False,4.82,3.17,657.7
7534,Poland,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7535,Poland,2019,Solar,True,0.71,0.03,42.3
7536,Poland,2019,Wind,True,15.11,0.19,12.6
7537,Poland,2019,Nuclear,False,0.0,0.0,
7538,Poland,2019,Hydro,True,1.96,0.05,25.5
7539,Poland,2019,Bioenergy,True,7.68,1.66,216.1
7540,Poland,2019,Coal,False,118.14,114.85,972.2
7541,Portugal,2019,Hydro,True,8.82,0.21,23.8
7542,Portugal,2019,Bioenergy,True,3.36,0.73,217.3
7543,Portugal,2019,Coal,False,5.53,5.32,962.0
7544,Portugal,2019,Wind,True,13.67,0.17,12.4
7545,Portugal,2019,Solar,True,1.34,0.06,44.8
7546,Portugal,2019,Other renewables excluding bioenergy,True,0.22,0.01,45.5
7547,Portugal,2019,Oil,False,1.4,0.92,657.1
7548,Portugal,2019,Gas,False,17.26,8.11,469.9
7549,Portugal,2019,Nuclear,False,0.0,0.0,
7550,Puerto Rico,2019,Hydro,True,0.05,0.0,0.0
7551,Puerto Rico,2019,Nuclear,False,0.0,0.0,
7552,Puerto Rico,2019,Oil,False,7.27,4.78,657.5
7553,Puerto Rico,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7554,Puerto Rico,2019,Solar,True,0.5,0.02,40.0
7555,Puerto Rico,2019,Wind,True,0.16,0.0,0.0
7556,Puerto Rico,2019,Bioenergy,True,0.02,0.0,0.0
7557,Puerto Rico,2019,Coal,False,3.52,3.21,911.9
7558,Puerto Rico,2019,Gas,False,7.63,4.89,640.9
7559,Qatar,2019,Oil,False,0.0,0.0,
7560,Qatar,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7561,Qatar,2019,Solar,True,0.01,0.0,0.0
7562,Qatar,2019,Gas,False,49.87,30.11,603.8
7563,Qatar,2019,Wind,True,0.0,0.0,
7564,Qatar,2019,Bioenergy,True,0.12,0.03,250.0
7565,Qatar,2019,Coal,False,0.0,0.0,
7566,Qatar,2019,Hydro,True,0.0,0.0,
7567,Qatar,2019,Nuclear,False,0.0,0.0,
7568,Romania,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7569,Romania,2019,Solar,True,1.78,0.08,44.9
7570,Romania,2019,Oil,False,0.29,0.19,655.2
7571,Romania,2019,Nuclear,False,11.28,0.05,4.4
7572,Romania,2019,Gas,False,8.95,4.65,519.6
7573,Romania,2019,Hydro,True,15.58,0.37,23.7
7574,Romania,2019,Coal,False,13.61,13.8,1014.0
7575,Romania,2019,Wind,True,6.77,0.08,11.8
7576,Romania,2019,Bioenergy,True,0.5,0.11,220.0
7577,Rwanda,2019,Gas,False,0.21,0.12,571.4
7578,Rwanda,2019,Oil,False,0.19,0.13,684.2
7579,Rwanda,2019,Bioenergy,True,0.0,0.0,
7580,Rwanda,2019,Coal,False,0.02,0.02,1000.0
7581,Rwanda,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7582,Rwanda,2019,Solar,True,0.03,0.0,0.0
7583,Rwanda,2019,Wind,True,0.0,0.0,
7584,Rwanda,2019,Nuclear,False,0.0,0.0,
7585,Rwanda,2019,Hydro,True,0.4,0.01,25.0
7586,Samoa,2019,Bioenergy,True,0.0,0.0,
7587,Samoa,2019,Wind,True,0.0,0.0,
7588,Samoa,2019,Solar,True,0.02,0.0,0.0
7589,Samoa,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7590,Samoa,2019,Oil,False,0.1,0.07,700.0
7591,Samoa,2019,Nuclear,False,0.0,0.0,
7592,Samoa,2019,Hydro,True,0.05,0.0,0.0
7593,Samoa,2019,Gas,False,0.0,0.0,
7594,Samoa,2019,Coal,False,0.0,0.0,
7595,Saudi Arabia,2019,Wind,True,0.01,0.0,0.0
7596,Saudi Arabia,2019,Solar,True,0.21,0.01,47.6
7597,Saudi Arabia,2019,Oil,False,154.79,101.85,658.0
7598,Saudi Arabia,2019,Gas,False,223.54,163.77,732.6
7599,Saudi Arabia,2019,Bioenergy,True,0.0,0.0,
7600,Saudi Arabia,2019,Coal,False,0.0,0.0,
7601,Senegal,2019,Gas,False,0.06,0.06,1000.0
7602,Senegal,2019,Bioenergy,True,0.12,0.03,250.0
7603,Senegal,2019,Coal,False,0.76,0.65,855.3
7604,Senegal,2019,Wind,True,0.02,0.0,0.0
7605,Senegal,2019,Hydro,True,0.31,0.01,32.3
7606,Senegal,2019,Nuclear,False,0.0,0.0,
7607,Senegal,2019,Oil,False,4.22,2.78,658.8
7608,Senegal,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7609,Senegal,2019,Solar,True,0.33,0.02,60.6
7610,Serbia,2019,Bioenergy,True,0.14,0.03,214.3
7611,Serbia,2019,Gas,False,0.67,0.28,417.9
7612,Serbia,2019,Wind,True,0.9,0.01,11.1
7613,Serbia,2019,Solar,True,0.01,0.0,0.0
7614,Serbia,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7615,Serbia,2019,Oil,False,0.1,0.07,700.0
7616,Serbia,2019,Coal,False,25.58,25.98,1015.6
7617,Serbia,2019,Nuclear,False,0.0,0.0,
7618,Serbia,2019,Hydro,True,9.46,0.22,23.3
7619,Seychelles,2019,Coal,False,0.0,0.0,
7620,Seychelles,2019,Gas,False,0.0,0.0,
7621,Seychelles,2019,Wind,True,0.0,0.0,
7622,Seychelles,2019,Solar,True,0.04,0.0,0.0
7623,Seychelles,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7624,Seychelles,2019,Oil,False,0.53,0.35,660.4
7625,Seychelles,2019,Nuclear,False,0.0,0.0,
7626,Seychelles,2019,Hydro,True,0.0,0.0,
7627,Seychelles,2019,Bioenergy,True,0.0,0.0,
7628,Sierra Leone,2019,Bioenergy,True,0.0,0.0,
7629,Sierra Leone,2019,Hydro,True,0.18,0.0,0.0
7630,Sierra Leone,2019,Solar,True,0.01,0.0,0.0
7631,Sierra Leone,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7632,Sierra Leone,2019,Nuclear,False,0.0,0.0,
7633,Sierra Leone,2019,Oil,False,0.01,0.01,1000.0
7634,Sierra Leone,2019,Gas,False,0.0,0.0,
7635,Sierra Leone,2019,Wind,True,0.0,0.0,
7636,Sierra Leone,2019,Coal,False,0.0,0.0,
7637,Singapore,2019,Oil,False,0.22,0.15,681.8
7638,Singapore,2019,Solar,True,0.19,0.01,52.6
7639,Singapore,2019,Gas,False,51.76,26.31,508.3
7640,Singapore,2019,Coal,False,0.65,0.63,969.2
7641,Singapore,2019,Bioenergy,True,1.32,0.3,227.3
7642,Slovenia,2019,Solar,True,0.3,0.01,33.3
7643,Slovenia,2019,Wind,True,0.01,0.0,0.0
7644,Slovenia,2019,Bioenergy,True,0.25,0.05,200.0
7645,Slovenia,2019,Coal,False,4.48,4.35,971.0
7646,Slovenia,2019,Gas,False,0.54,0.19,351.9
7647,Slovenia,2019,Hydro,True,4.48,0.11,24.6
7648,Slovenia,2019,Nuclear,False,5.82,0.03,5.2
7649,Slovenia,2019,Oil,False,0.01,0.01,1000.0
7650,Slovenia,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7651,Solomon Islands,2019,Solar,True,0.0,0.0,
7652,Solomon Islands,2019,Nuclear,False,0.0,0.0,
7653,Solomon Islands,2019,Hydro,True,0.0,0.0,
7654,Solomon Islands,2019,Gas,False,0.0,0.0,
7655,Solomon Islands,2019,Bioenergy,True,0.0,0.0,
7656,Solomon Islands,2019,Coal,False,0.0,0.0,
7657,Solomon Islands,2019,Oil,False,0.1,0.07,700.0
7658,Solomon Islands,2019,Wind,True,0.0,0.0,
7659,Solomon Islands,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7660,Somalia,2019,Coal,False,0.0,0.0,
7661,Somalia,2019,Wind,True,0.01,0.0,0.0
7662,Somalia,2019,Solar,True,0.01,0.0,0.0
7663,Somalia,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7664,Somalia,2019,Oil,False,0.35,0.23,657.1
7665,Somalia,2019,Nuclear,False,0.0,0.0,
7666,Somalia,2019,Hydro,True,0.0,0.0,
7667,Somalia,2019,Gas,False,0.0,0.0,
7668,Somalia,2019,Bioenergy,True,0.0,0.0,
7669,South Africa,2019,Coal,False,225.26,192.02,852.4
7670,South Africa,2019,Solar,True,4.9,0.23,46.9
7671,South Africa,2019,Wind,True,6.63,0.06,9.0
7672,South Africa,2019,Nuclear,False,13.25,0.07,5.3
7673,South Africa,2019,Hydro,True,0.74,0.02,27.0
7674,South Africa,2019,Gas,False,0.0,0.0,
7675,South Africa,2019,Bioenergy,True,0.43,0.09,209.3
7676,South Africa,2019,Oil,False,1.36,0.89,654.4
7677,South Sudan,2019,Hydro,True,0.0,0.0,
7678,South Sudan,2019,Gas,False,0.0,0.0,
7679,South Sudan,2019,Wind,True,0.0,0.0,
7680,South Sudan,2019,Solar,True,0.01,0.0,0.0
7681,South Sudan,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7682,South Sudan,2019,Oil,False,0.55,0.36,654.5
7683,South Sudan,2019,Nuclear,False,0.0,0.0,
7684,South Sudan,2019,Bioenergy,True,0.0,0.0,
7685,South Sudan,2019,Coal,False,0.0,0.0,
7686,Spain,2019,Wind,True,55.65,0.68,12.2
7687,Spain,2019,Solar,True,15.1,0.72,47.7
7688,Spain,2019,Other renewables excluding bioenergy,True,0.02,0.0,0.0
7689,Spain,2019,Oil,False,14.61,9.61,657.8
7690,Spain,2019,Nuclear,False,58.35,0.28,4.8
7691,Spain,2019,Hydro,True,24.65,0.59,23.9
7692,Spain,2019,Gas,False,83.71,41.27,493.0
7693,Spain,2019,Coal,False,12.86,12.38,962.7
7694,Spain,2019,Bioenergy,True,5.57,1.2,215.4
7695,Sri Lanka,2019,Bioenergy,True,0.12,0.03,250.0
7696,Sri Lanka,2019,Coal,False,5.92,5.11,863.2
7697,Sri Lanka,2019,Hydro,True,4.82,0.11,22.8
7698,Sri Lanka,2019,Oil,False,5.12,3.37,658.2
7699,Sri Lanka,2019,Solar,True,0.33,0.02,60.6
7700,Sri Lanka,2019,Wind,True,0.35,0.0,0.0
7701,Suriname,2019,Bioenergy,True,0.01,0.0,0.0
7702,Suriname,2019,Wind,True,0.0,0.0,
7703,Suriname,2019,Solar,True,0.01,0.0,0.0
7704,Suriname,2019,Other renewables excluding bioenergy,True,0.0,0.0,
7705,Suriname,2019,Oil,False,1.05,0.69,657.1
7706,Suriname,2019,Nuclear,False,0.0,0.0,
7707,Suriname,2019,Hydro,True,0.95,0.02,21.1
7708,Suriname,2019,Gas,False,0.02,0.01,500.0
7709,Suriname,2019,Coal,False,0.0,0.0,
7710,Sweden,2019,Oil,False,2.85,1.88,659.6
